"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.102847042E0,-2.167736943E0,-2.095204250E1,1.341866060E1
3.112813042E0,7.532807127E-1,-1.537098041E1,5.832711634E0
3.122779042E0,7.340659580E-1,-6.273071292E0,3.218051679E0
3.132745042E0,2.824894583E-1,-2.174985883E0,1.428209028E0
3.142711042E0,-3.682129106E-1,6.940849632E-1,6.724955812E-1
3.152676042E0,-2.055667417E-1,3.499309477E0,5.991963476E-1
3.162642042E0,8.571588742E-2,6.286587716E0,7.319959706E-1
3.172608042E0,1.855466245E-1,8.826894184E0,1.059116404E0
3.182574042E0,6.910340323E-1,1.044625775E1,3.067022777E0
3.192539042E0,-1.088952187E-1,1.047378995E1,4.740614010E0
3.202505042E0,-2.490918546E0,8.423636279E0,1.861152370E0
3.212471042E0,-3.830688437E0,3.105504765E0,-7.274819201E0
3.222437042E0,-1.263885750E0,-6.278721457E0,-8.942011242E0
3.232402042E0,5.419842076E0,-2.208477214E1,5.391571373E-1
3.242368042E0,7.283352043E0,-2.853872295E1,-2.710522716E0
3.252334042E0,5.776763721E0,-1.881581372E1,-1.482899264E1
3.262300042E0,3.313866786E0,-1.126660223E0,-1.167044135E1
3.272265042E0,5.304309281E0,6.180713936E0,-4.932166749E0
3.282231042E0,5.783399141E0,8.176983181E0,-5.060145342E-1
3.292197042E0,6.309003017E0,7.658638038E0,-6.628000206E-1
3.302163042E0,6.670190790E0,4.834690155E0,-3.043682739E0
3.312129042E0,6.142266154E0,2.097918411E0,-4.233508678E0
3.322094042E0,4.475918159E0,1.320442797E0,-5.258392850E0
3.332060042E0,2.904862822E0,7.840198177E-1,-6.374565507E0
3.342026042E0,1.980954217E0,-2.256896603E-1,-7.262621325E0
3.351992042E0,1.231074830E0,-7.494855773E-1,-7.922311211E0
3.361957042E0,-2.617192530E-1,-1.640835716E0,-9.284867409E0
3.371923042E0,-3.542799020E0,-3.240465519E0,-8.952999914E0
3.381889042E0,-5.270486062E0,-4.578477445E0,-7.311153215E0
3.391855042E0,-5.361870441E0,-4.306586595E0,-6.026439829E0
3.401820042E0,-4.463817931E0,-2.672368172E0,-5.045990403E0
3.411786042E0,-4.249741426E0,-1.557794144E0,-4.291230052E0
3.421752042E0,-3.903735363E0,-5.584734142E-2,-2.468926583E0
3.431718042E0,-3.325350718E0,8.391426891E-1,1.878582335E0
3.441683042E0,-3.314757902E0,3.241140872E-1,4.675782130E0
3.451649042E0,-3.192009935E0,3.199730891E-1,6.723382326E0
3.461615042E0,-3.128864684E0,1.009741053E0,8.096766983E0
3.471581042E0,-2.820974573E0,2.749759580E0,7.849352578E0
3.481546042E0,-1.969826381E0,3.812816715E0,5.717096393E0
3.491512042E0,-1.257663874E0,3.993919017E0,3.603042591E0
3.501478042E0,-9.056169795E-1,3.620909927E0,1.958909630E0
3.511444042E0,-1.161400432E0,2.679943240E0,7.376683545E-1
3.521409042E0,-1.668524621E0,2.152454222E0,7.132433653E-3
3.531375042E0,-1.859640572E0,1.835573140E0,-4.035279004E-1
3.541341042E0,-1.614858876E0,1.674246706E0,-6.101367804E-1
3.551307042E0,-1.218444479E0,1.178749559E0,-3.264042954E-1
3.561273042E0,-1.071321516E0,4.790699798E-1,3.754261820E-1
3.571238042E0,-5.984782364E-1,-4.309438866E-1,1.040196422E0
3.581204042E0,-9.732785471E-2,-8.372575468E-1,1.527118628E0
3.591170042E0,8.672517166E-2,-6.733636004E-1,2.028641185E0
3.601136042E0,3.496513630E-1,-4.561670208E-1,2.601899868E0
3.611101042E0,6.210710737E-1,-2.250768721E-1,3.395195124E0
3.621067042E0,4.073367767E-1,-8.291936517E-2,4.382693076E0
3.631033042E0,-6.404718429E-1,-5.300372350E-1,5.511477885E0
3.640999042E0,-1.995143948E0,-1.436254504E0,6.734921222E0
3.650964042E0,-3.140894453E0,-2.272397572E0,7.644573730E0
3.660930042E0,-3.803838607E0,-2.505579854E0,7.678424431E0
3.670896042E0,-4.139194844E0,-2.286611568E0,6.701207346E0
3.680862042E0,-4.463026510E0,-2.583537272E0,5.197288277E0
3.690827042E0,-5.219908231E0,-3.585251852E0,3.066916942E0
3.700793042E0,-6.597332729E0,-4.560849259E0,1.718061063E-1
3.710759042E0,-8.779660960E0,-4.864838399E0,-2.340443959E0
3.720725042E0,-9.366802104E0,-4.687999887E0,-1.979798223E0
3.730691042E0,-8.708048356E0,-3.805403615E0,-8.043136029E-1
3.740656042E0,-7.205582321E0,-2.597841901E0,1.485375209E0
3.750622042E0,-3.923212146E0,-2.783285760E0,6.613614886E0
3.760588042E0,-5.097570446E-1,-3.737889909E0,1.392936694E1
3.770554042E0,1.896689554E0,-4.167675462E0,1.804734106E1
3.780519042E0,-5.289179318E-1,-5.471010475E0,7.164941833E0
3.790485042E0,-1.106104775E0,-5.444269404E0,4.812562537E-1
3.800451042E0,-2.446447255E-1,-6.241734309E0,6.702685229E-1
3.810417042E0,-9.073547720E-1,-7.445390083E0,-7.958053194E-2
3.820382042E0,6.997449949E-1,-8.227721225E0,-2.801689872E0
3.830348042E0,2.547062049E0,-8.468241763E0,-4.147273357E0
3.840314042E0,3.983352513E0,-8.592659402E0,-4.359435484E0
3.850280042E0,4.582026997E0,-8.758860075E0,-5.444876345E0
3.860245042E0,4.826878568E0,-7.840218642E0,-6.014247215E0
3.870211042E0,4.719359089E0,-6.515507963E0,-4.845552528E0
3.880177042E0,3.671694750E0,-5.208275780E0,-2.913551785E0
3.890143042E0,2.555326796E0,-3.636903816E0,-2.777235646E0
3.900109042E0,1.941345178E0,-2.353087394E0,-2.361271741E0
3.910074042E0,1.188290826E0,-1.530651369E0,-2.640342972E0
3.920040042E0,-4.755503945E-3,-9.485312301E-1,-2.832429854E0
3.930006042E0,-1.725940771E0,-6.515230805E-1,-2.227334250E0
3.939972042E0,-2.618290198E0,-3.791954434E-1,-2.118743562E0
3.949937042E0,-3.324950768E0,3.533484113E-1,-3.999852479E0
3.959903042E0,-3.089021172E0,5.894928932E-1,-4.734554248E0
3.969869042E0,-3.437182810E0,7.761553127E-1,-4.161639089E0
